INEGI,Estado,Municipio,2018,2019
30128,Veracruz,Perote,PRI_PVEM,PRI_PVEM
30129,Veracruz,Platón Sánchez,PAN_PRD,PAN_PRD
30130,Veracruz,Playa Vicente,PAN_PRD,PAN_PRD
30131,Veracruz,Poza Rica de Hidalgo,Morena,Morena
30132,Veracruz,Las Vigas de Ramírez,PRI_PVEM,PRI_PVEM
30133,Veracruz,Pueblo Viejo,PES,PES
30134,Veracruz,Puente Nacional,PRI_PVEM,PRI_PVEM
30135,Veracruz,Rafael Delgado,Morena,Morena
30136,Veracruz,Rafael Lucio,PAN_PRD,PAN_PRD
30137,Veracruz,Los Reyes,PRI_PVEM,PRI_PVEM
30138,Veracruz,Río Blanco,Morena,Morena
30139,Veracruz,Saltabarranca,PT,PT
30140,Veracruz,San Andrés Tenejapan,PES,PES
30141,Veracruz,San Andrés Tuxtla,Independiente,Independiente
30142,Veracruz,San Juan Evangelista,PAN_PRD,PAN_PRD
30143,Veracruz,Santiago Tuxtla,PAN_PRD,PAN_PRD
30144,Veracruz,Sayula de Alemán,PRI_PVEM,PRI_PVEM
30145,Veracruz,Soconusco,MC,MC
30146,Veracruz,Sochiapa,PAN_PRD,PAN_PRD
30147,Veracruz,Soledad Atzompa,PAN_PRD,PAN_PRD
30148,Veracruz,Soledad de Doblado,PRI_PVEM,PRI_PVEM
30149,Veracruz,Soteapan,PAN_PRD,PAN_PRD
30150,Veracruz,Tamalín,PRI_PVEM,PRI_PVEM
30151,Veracruz,Tamiahua,PVEM,PVEM
30152,Veracruz,Tampico Alto,PES,PES
30153,Veracruz,Tancoco,PRI_PVEM,PRI_PVEM
30154,Veracruz,Tantima,PAN_PRD,PAN_PRD
30155,Veracruz,Tantoyuca,PAN_PRD,PAN_PRD
30156,Veracruz,Tatatila,PAN_PRD,PAN_PRD
30157,Veracruz,Castillo de Teayo,PAN_PRD,PAN_PRD
30158,Veracruz,Tecolutla,PAN_PRD,PAN_PRD
30159,Veracruz,Tehuipango,PRI_PVEM,PRI_PVEM
30160,Veracruz,Álamo Temapache,PAN_PRD,PAN_PRD
30161,Veracruz,Tempoal,PRI_PVEM,PRI_PVEM
30162,Veracruz,Tenampa,PAN_PRD,PAN_PRD
30163,Veracruz,Tenochtitlán,PAN_PRD,PAN_PRD
30164,Veracruz,Teocelo,PES,PES
30165,Veracruz,Tepatlaxco,PRI,PRI
30166,Veracruz,Tepetlán,PAN_PRD,PAN_PRD
30167,Veracruz,Tepetzintla,PAN_PRD,PAN_PRD
30168,Veracruz,Tequila,PRI_PVEM,PRI_PVEM
30169,Veracruz,José Azueta,PAN_PRD,PAN_PRD
30170,Veracruz,Texcatepec,PVEM,PVEM
30171,Veracruz,Texhuacán,Morena,Morena
30172,Veracruz,Texistepec,PAN_PRD,PAN_PRD
30173,Veracruz,Tezonapa,MC,MC
30174,Veracruz,Tierra Blanca,PAN_PRD,PAN_PRD
30175,Veracruz,Tihuatlán,PAN_PRD,PAN_PRD
30176,Veracruz,Tlacojalpan,PAN_PRD,PAN_PRD
30177,Veracruz,Tlacolulan,PNA,PNA
30178,Veracruz,Tlacotalpan,Independiente,Independiente
30179,Veracruz,Tlacotepec de Mejía,PNA,PNA
30180,Veracruz,Tlachichilco,PRI_PVEM,PRI_PVEM
30181,Veracruz,Tlalixcoyan,PAN_PRD,PAN_PRD
30182,Veracruz,Tlalnelhuayocan,PRI_PVEM,PRI_PVEM
30183,Veracruz,Tlapacoyan,PAN_PRD,PAN_PRD
30184,Veracruz,Tlaquilpa,PNA,PNA
30185,Veracruz,Tlilapan,PAN_PRD,PAN_PRD
30186,Veracruz,Tomatlán,PNA,PNA
30187,Veracruz,Tonayán,PRI_PVEM,PRI_PVEM
30188,Veracruz,Totutla,PAN_PRD,PAN_PRD
30189,Veracruz,Tuxpan,PAN_PRD,PAN_PRD
30190,Veracruz,Tuxtilla,PAN_PRD,PAN_PRD
30191,Veracruz,Ursulo Galván,PAN_PRD,PAN_PRD
30192,Veracruz,Vega de Alatorre,PRI_PVEM,PRI_PVEM
30193,Veracruz,Veracruz,PAN_PRD,PAN_PRD
30194,Veracruz,Villa Aldama,PAN_PRD,PAN_PRD
30195,Veracruz,Xoxocotla,Morena,Morena
30196,Veracruz,Yanga,PAN_PRD,PAN_PRD
30197,Veracruz,Yecuatla,PAN_PRD,PAN_PRD
30198,Veracruz,Zacualpan,PAN_PRD,PAN_PRD
30199,Veracruz,Zaragoza,PAN_PRD,PAN_PRD
30200,Veracruz,Zentla,PAN_PRD,PAN_PRD
30201,Veracruz,Zongolica,PAN_PRD,PAN_PRD
30202,Veracruz,Zontecomatlán de López y Fuentes,PAN_PRD,PAN_PRD
30203,Veracruz,Zozocolco de Hidalgo,PAN_PRD,PAN_PRD
30204,Veracruz,Agua Dulce,Morena,Morena
30205,Veracruz,El Higo,PRI_PVEM,PRI_PVEM
30206,Veracruz,Nanchital de Lázaro Cárdenas del Río,PAN_PRD,PAN_PRD
30207,Veracruz,Tres Valles,PAN_PRD,PAN_PRD
30208,Veracruz,Carlos A. Carrillo,PRI_PVEM,PRI_PVEM
30209,Veracruz,Tatahuicapan de Juárez,PAN_PRD,PAN_PRD
30210,Veracruz,Uxpanapa,PNA,PNA
30211,Veracruz,San Rafael,PAN_PRD,PAN_PRD
30212,Veracruz,Santiago Sochiapan,Morena,Morena
31001,Yucatan,Abalá,PRI,PAN_MC
31002,Yucatan,Acanceh,PNA,PVEM
31003,Yucatan,Akil,PRI,PRI
31004,Yucatan,Baca,PRI,PRI_PVEM_PNA
31005,Yucatan,Bokobá,PRI,PRI_PNA
31006,Yucatan,Buctzotz,PAN,PRI_PVEM_PNA
31007,Yucatan,Cacalchén,PRI,PRI_PVEM_PNA
31008,Yucatan,Calotmul,PRI,PRI_PNA
31009,Yucatan,Cansahcab,PRI,PRD
31010,Yucatan,Cantamayec,PAN,PAN_MC
31011,Yucatan,Celestún,PRI,PRI_PNA
31012,Yucatan,Cenotillo,PRI,PRI_PNA
31013,Yucatan,Conkal,PAN,PRI_PVEM_PNA
31014,Yucatan,Cuncunul,PRI,PRI
31015,Yucatan,Cuzamá,PRI,PRI_PVEM
31016,Yucatan,Chacsinkín,PRI,PVEM
31017,Yucatan,Chankom,PRI,PRI
31018,Yucatan,Chapab,PRI,PAN_MC
31019,Yucatan,Chemax,PAN,PAN
31020,Yucatan,Chicxulub Pueblo,PAN,PRI_PVEM_PNA
31021,Yucatan,Chichimilá,PRI,PRI
31022,Yucatan,Chikindzonot,PRI,PRI
31023,Yucatan,Chocholá,PRI,MC
31024,Yucatan,Chumayel,PRI,PAN
31025,Yucatan,Dzán,PAN,PAN
31026,Yucatan,Dzemul,PAN,PRI
31027,Yucatan,Dzidzantún,PAN,PRI
31028,Yucatan,Dzilam de Bravo,PRI,PRI
31029,Yucatan,Dzilam González,PRI,PRI
31030,Yucatan,Dzitás,PAN,PRI_PVEM_PNA
31031,Yucatan,Dzoncauich,PRI,PRI_PVEM_PNA
31032,Yucatan,Espita,PRI,PRI
31033,Yucatan,Halachó,PRI,PNA
31034,Yucatan,Hocabá,PRI,PT_Morena
31035,Yucatan,Hoctún,PRD,PAN
31036,Yucatan,Homún,PRI,PAN_MC
31037,Yucatan,Huhí,PRI,PAN_MC
31038,Yucatan,Hunucmá,PAN,PAN_MC
31039,Yucatan,Ixil,PRI,PRI_PNA
31040,Yucatan,Izamal,PRI,PRI_PVEM_PNA
31041,Yucatan,Kanasín,PRI,PRI
31042,Yucatan,Kantunil,PAN,PRI_PNA
31043,Yucatan,Kaua,PRI,PRI
31044,Yucatan,Kinchil,PRI,PAN_MC
31045,Yucatan,Kopomá,PRI,PRI
31046,Yucatan,Mama,PRI,PRI_PVEM_PNA
31047,Yucatan,Maní,PAN,PRD_MC
31048,Yucatan,Maxcanú,PVEM,PRI
31049,Yucatan,Mayapán,PRI,PRI
31050,Yucatan,Mérida,PAN,PAN_MC
31051,Yucatan,Mocochá,PRI,PRI_PVEM
31052,Yucatan,Motul,PAN,PRI
31053,Yucatan,Muna,PAN,PRI
31054,Yucatan,Muxupip,PNA,PNA
31055,Yucatan,Opichén,PAN,PAN_MC
31056,Yucatan,Oxkutzcab,PRI,PAN_PRD_MC
31057,Yucatan,Panabá,PRI,PAN_MC
31058,Yucatan,Peto,PAN,PRI
31059,Yucatan,Progreso,PNA,PAN_MC
31060,Yucatan,Quintana Roo,PRI,PRI
31061,Yucatan,Río Lagartos,PRI,PAN_MC
31062,Yucatan,Sacalum,PRI,MC
31063,Yucatan,Samahil,PRI,PRD
31064,Yucatan,Sanahcat,PRI,PRI_PVEM_PNA
31065,Yucatan,San Felipe,PRI,PRI_PVEM_PNA
31066,Yucatan,Santa Elena,PRI,PRI
31067,Yucatan,Seyé,PRI,PAN_MC
31068,Yucatan,Sinanché,PRI,PAN
31069,Yucatan,Sotuta,PRI,PRI_PNA
31070,Yucatan,Sucilá,PRI,PRI_PNA
31071,Yucatan,Sudzal,PRI,PRI
31072,Yucatan,Suma,PRI,PRI
31073,Yucatan,Tahdziú,PRI,PRI
31074,Yucatan,Tahmek,PVEM,PAN
31075,Yucatan,Teabo,PRI,PRI_PNA
31076,Yucatan,Tecoh,PRI,PAN_MC
31077,Yucatan,Tekal de Venegas,PAN,PAN_MC
31078,Yucatan,Tekantó,PRI,PRI_PVEM_PNA
31079,Yucatan,Tekax,PRI,PAN_PRD_MC
31080,Yucatan,Tekit,PAN,PAN
31081,Yucatan,Tekom,PRI,PRI
31082,Yucatan,Telchac Pueblo,PRI,PRI_PNA
31083,Yucatan,Telchac Puerto,PNA,PRI
31084,Yucatan,Temax,PAN,PAN
31085,Yucatan,Temozón,PRI,PT_Morena_PES
31086,Yucatan,Tepakán,PRD,PRD
31087,Yucatan,Tetiz,PRI,PRD
31088,Yucatan,Teya,PRI,PRI
31089,Yucatan,Ticul,PRI,PAN_MC
31090,Yucatan,Timucuy,PRI,PRI_PVEM
31091,Yucatan,Tinum,PRI,PNA
31092,Yucatan,Tixcacalcupul,PRI,PRI
31093,Yucatan,Tixkokob,PRI,PRI
31094,Yucatan,Tixmehuac,PRI,PRI_PNA
31095,Yucatan,Tixpéhual,PAN,PRI_PNA
31096,Yucatan,Tizimín,PRI,PRI_PVEM
31097,Yucatan,Tunkás,PAN,MC
31098,Yucatan,Tzucacab,PRI,PRD
31099,Yucatan,Uayma,PAN,PRI_PVEM_PNA
31100,Yucatan,Ucú,PRI,PNA
31101,Yucatan,Umán,PAN,PAN_PRD
31102,Yucatan,Valladolid,Morena,PT_Morena_PES
31103,Yucatan,Xocchel,PRD,PRD
31104,Yucatan,Yaxcabá,PRI,PRI
31105,Yucatan,Yaxkukul,PVEM,PNA
31106,Yucatan,Yobaín,PAN,PAN_PNA
32001,Zacatecas,Apozol,PAN_PRD,PRI
32002,Zacatecas,Apulco,PRI_PVEM,PRI
32003,Zacatecas,Atolinga,PRI_PVEM,PVEM
32004,Zacatecas,Benito Juárez,PAN_PRD,PAN_PRD_MC
32005,Zacatecas,Calera,PAN_PRD,PAN_PRD_MC
32006,Zacatecas,Cañitas de Felipe Pescador,PAN_PRD,PVEM
32007,Zacatecas,Concepción del Oro,PRI_PVEM,PRI
32008,Zacatecas,Cuauhtémoc,PRI_PVEM,PRI
32009,Zacatecas,Chalchihuites,PRI_PVEM_PNA,PRI
32010,Zacatecas,Fresnillo,PRI_PVEM_PNA,PT_Morena_PES
32011,Zacatecas,Trinidad García de la Cadena,PRI_PVEM,PT_Morena_PES
32012,Zacatecas,Genaro Codina,PRI_PVEM,PAN_PRD_MC
32013,Zacatecas,General Enrique Estrada,PAN_PRD,PAZ
32014,Zacatecas,General Francisco R. Murguía,PRI_PVEM,PRI
32015,Zacatecas,El Plateado de Joaquín Amaro,PAN_PRD,PAN_PRD_MC
32016,Zacatecas,General Pánfilo Natera,PRI_PVEM,PRI
32017,Zacatecas,Guadalupe,PRI_PVEM_PNA,Morena
32018,Zacatecas,Huanusco,PRI_PVEM,PAN_PRD_MC
32019,Zacatecas,Jalpa,MC,PAN_PRD_MC
32020,Zacatecas,Jerez,PRI_PVEM_PNA,PAN_PRD_MC
32021,Zacatecas,Jiménez del Teul,PRI_PVEM_PNA,PRI
32022,Zacatecas,Juan Aldama,PT,PAN_PRD_MC
32023,Zacatecas,Juchipila,PAN_PRD,PAN_PRD_MC
32024,Zacatecas,Loreto,PT,PT
32025,Zacatecas,Luis Moya,PRI_PVEM_PNA,PAN_PRD_MC
32026,Zacatecas,Mazapil,PNA,PNA
32027,Zacatecas,Melchor Ocampo,PAN_PRD,PNA
32028,Zacatecas,Mezquital del Oro,PAN_PRD,PAN_PRD_MC
32029,Zacatecas,Miguel Auza,Morena,PT_Morena_PES
32030,Zacatecas,Momax,PRI_PVEM,PRI
32031,Zacatecas,Monte Escobedo,PAN_PRD,PRI
32032,Zacatecas,Morelos,PNA,PNA
32033,Zacatecas,Moyahua de Estrada,PAN_PRD,PAN
32034,Zacatecas,Nochistlán de Mejía,PT,PT_Morena_PES
32035,Zacatecas,Noria de Ángeles,PRI_PVEM,PRI
32036,Zacatecas,Ojocaliente,PRI_PVEM_PNA,PT_Morena_PES
32037,Zacatecas,Pánuco,PRI_PVEM,PNA
32038,Zacatecas,Pinos,PRI_PVEM,PRI
32039,Zacatecas,Río Grande,PAN_PRD,PAN_PRD_MC
32040,Zacatecas,Sain Alto,PAN_PRD,PT_Morena_PES
32041,Zacatecas,El Salvador,PRI_PVEM,PVEM
32042,Zacatecas,Sombrerete,PAN_PRD,PRI
32043,Zacatecas,Susticacán,Morena,PT_Morena_PES
32044,Zacatecas,Tabasco,PAN_PRD,PAN_PRD_MC
32045,Zacatecas,Tepechitlán,PAN_PRD,PRI
32046,Zacatecas,Tepetongo,PRI_PVEM,PRI
32047,Zacatecas,Teúl de González Ortega,PRI_PVEM,PRI
32048,Zacatecas,Tlaltenango de Sánchez Román,PAN_PRD,PAN_PRD_MC
32049,Zacatecas,Valparaíso,PRI_PVEM,PAN_PRD_MC
32050,Zacatecas,Vetagrande,PRI_PVEM,PT_Morena_PES
32051,Zacatecas,Villa de Cos,PRI_PVEM,PT_Morena_PES
32052,Zacatecas,Villa García,MC,PRI
32053,Zacatecas,Villa González Ortega,PRD,PAN_PRD_MC
32054,Zacatecas,Villa Hidalgo,PRI_PVEM,PRI
32055,Zacatecas,Villanueva,PRI_PVEM_PNA,PAN_PRD_MC
32056,Zacatecas,Zacatecas,PRI_PVEM_PNA,PT_Morena_PES
32057,Zacatecas,Trancoso,PAN_PRD,PRI
32058,Zacatecas,Santa María de la Paz,PAN_PRD,PAN_PRD_MC
